payment_id,customer_id,payment_date,amount,plan_type,payment_status
606,39,2025-07-30,592.77,Scale,Paid
607,39,2025-08-29,572.32,Scale,Paid
608,39,2025-09-28,578.6,Scale,Paid
609,39,2025-10-28,569.42,Scale,Paid
610,39,2025-11-27,594.11,Scale,Paid
611,39,2025-12-27,627.72,Scale,Paid
612,39,2026-01-26,609.48,Scale,Paid
613,39,2026-02-25,592.93,Scale,Paid
614,39,2026-03-27,621.06,Scale,Paid
615,39,2026-04-26,591.75,Scale,Paid
616,40,2024-10-29,48.49,Starter,Paid
617,40,2024-11-28,50.82,Starter,Paid
618,40,2024-12-28,51.26,Starter,Paid
619,40,2025-01-27,49.26,Starter,Paid
620,40,2025-02-26,48.24,Starter,Paid
621,40,2025-03-28,46.67,Starter,Paid
622,40,2025-04-27,47.19,Starter,Paid
623,40,2025-05-27,50.41,Starter,Paid
624,40,2025-06-26,50.45,Starter,Paid
625,40,2025-07-26,47.61,Starter,Paid
626,40,2025-08-25,49.4,Starter,Paid
627,40,2025-09-24,47.55,Starter,Paid
628,40,2025-10-24,-51.17,Starter,Refunded
629,40,2025-11-23,-48.71,Starter,Refunded
630,40,2025-12-23,48.53,Starter,Paid
631,40,2026-01-22,50.23,Starter,Paid
632,40,2026-02-21,50.72,Starter,Paid
633,40,2026-03-23,46.69,Starter,Paid
634,40,2026-04-22,46.62,Starter,Paid
635,40,2026-05-22,50.35,Starter,Paid
636,40,2026-06-21,50.92,Starter,Paid
637,41,2025-03-31,50.5,Starter,Paid
638,41,2025-04-30,50.07,Starter,Paid
639,41,2025-05-30,50.55,Starter,Paid
640,41,2025-06-29,50.69,Starter,Paid
641,41,2025-07-29,49.63,Starter,Paid
642,41,2025-08-28,47.41,Starter,Paid
643,41,2025-09-27,49.94,Scale,Paid
644,41,2025-10-27,583.93,Scale,Paid
645,41,2025-11-26,606.72,Scale,Paid
646,41,2025-12-26,623.72,Scale,Paid
647,41,2026-01-25,571.47,Scale,Paid
648,41,2026-02-24,580.92,Scale,Paid
649,41,2026-03-26,571.4,Scale,Paid
650,41,2026-04-25,579.81,Scale,Paid
651,41,2026-05-25,611.98,Scale,Paid
652,41,2026-06-24,610.04,Scale,Paid
653,42,2024-11-15,619.02,Scale,Paid
654,42,2024-12-15,571.62,Scale,Paid
655,42,2025-01-14,571.89,Scale,Paid
656,42,2025-02-13,616.46,Scale,Paid
657,42,2025-03-15,613.95,Scale,Paid
658,42,2025-04-14,592.63,Scale,Paid
659,42,2025-05-14,585.89,Scale,Paid
660,42,2025-06-13,594.45,Scale,Failed
661,42,2025-07-13,613.29,Scale,Paid
662,42,2025-08-12,596.17,Scale,Paid
663,42,2025-09-11,594.71,Scale,Paid
664,42,2025-10-11,576.7,Scale,Paid
665,42,2025-11-10,611.14,Scale,Paid
666,42,2025-12-10,601.78,Scale,Failed
667,42,2026-01-09,601.63,Scale,Paid
668,42,2026-02-08,590.48,Scale,Paid
669,42,2026-03-10,587.65,Scale,Paid
670,42,2026-04-09,609.2,Scale,Paid
671,42,2026-05-09,599.92,Scale,Paid
672,42,2026-06-08,590.1,Scale,Paid
673,43,2026-05-13,47.25,Starter,Paid
674,43,2026-06-12,50.55,Starter,Paid
675,44,2025-04-02,47.38,Starter,Paid
676,44,2025-05-02,48.81,Starter,Paid
677,44,2025-06-01,47.11,Starter,Paid
678,44,2025-07-01,47.56,Starter,Paid
679,44,2025-07-31,47.52,Starter,Paid
680,44,2025-08-30,47.1,Starter,Paid
681,44,2025-09-29,48.33,Starter,Paid
682,44,2025-10-29,-46.6,Starter,Refunded
683,44,2025-11-28,46.96,Starter,Paid
684,44,2025-12-28,49.31,Starter,Paid
685,44,2026-01-27,48.68,Starter,Paid
686,44,2026-02-26,46.59,Starter,Paid
687,44,2026-03-28,49.63,Starter,Failed
688,44,2026-04-27,47.78,Starter,Paid
689,44,2026-05-27,46.69,Starter,Paid
690,44,2026-06-26,48,Starter,Paid
691,45,2025-04-14,50.69,Starter,Failed
692,45,2025-05-14,50.39,Starter,Paid
693,45,2025-06-13,48.15,Starter,Paid
694,45,2025-07-13,48.12,Starter,Paid
695,45,2025-08-12,48.36,Starter,Paid
696,45,2025-09-11,46.75,Starter,Paid
697,45,2025-10-11,50.57,Starter,Paid
698,45,2025-11-10,51.18,Starter,Paid
699,45,2025-12-10,47.32,Starter,Paid
700,45,2026-01-09,46.94,Starter,Paid
701,45,2026-02-08,48.72,Starter,Failed
702,45,2026-03-10,46.75,Starter,Paid
703,45,2026-04-09,50.09,Starter,Paid
704,45,2026-05-09,50.74,Starter,Paid
705,45,2026-06-08,47.94,Starter,Paid
706,46,2026-05-18,48.61,Starter,Paid
707,46,2026-06-17,49.81,Starter,Paid
708,47,2025-10-14,47.36,Starter,Paid
709,47,2025-11-13,49.31,Starter,Paid
710,47,2025-12-13,46.97,Starter,Paid
711,47,2026-01-12,51.31,Starter,Paid
712,47,2026-02-11,51.32,Starter,Failed
713,47,2026-03-13,50.52,Starter,Paid
714,47,2026-04-12,49.53,Starter,Paid
715,47,2026-05-12,51.22,Starter,Paid
716,47,2026-06-11,48.02,Starter,Paid
717,48,2024-11-09,189.6,Growth,Paid
718,48,2024-12-09,197.95,Growth,Paid
719,48,2025-01-08,196.45,Growth,Paid
720,48,2025-02-07,199.6,Growth,Paid
721,48,2025-03-09,191.32,Growth,Paid
722,48,2025-04-08,199.96,Growth,Paid
723,48,2025-05-08,194.09,Growth,Paid
724,48,2025-06-07,194.06,Growth,Paid
725,48,2025-07-07,193.56,Growth,Paid
726,48,2025-08-06,199.26,Growth,Paid
727,48,2025-09-05,197.17,Growth,Paid
728,48,2025-10-05,206.23,Growth,Paid
729,48,2025-11-04,204.11,Growth,Paid
730,48,2025-12-04,203.41,Growth,Paid
731,48,2026-01-03,196.85,Growth,Paid
732,48,2026-02-02,200.25,Growth,Paid
733,48,2026-03-04,204.5,Growth,Paid
734,48,2026-04-03,196.46,Growth,Paid
735,48,2026-05-03,193.29,Growth,Paid
736,48,2026-06-02,197.53,Growth,Paid
737,49,2025-02-20,50.82,Starter,Paid
738,49,2025-03-22,50.82,Starter,Paid
739,49,2025-04-21,48.22,Starter,Paid
740,49,2025-05-21,50.6,Starter,Paid
741,49,2025-06-20,50.16,Starter,Failed
742,49,2025-07-20,46.76,Starter,Paid
743,49,2025-08-19,49.24,Starter,Paid
744,49,2025-09-18,51.08,Starter,Paid
745,49,2025-10-18,47.5,Starter,Paid
746,49,2025-11-17,49.4,Growth,Paid
747,49,2025-12-17,190.52,Growth,Paid
748,49,2026-01-16,207.58,Growth,Paid
749,49,2026-02-15,205.69,Growth,Paid
750,49,2026-03-17,208.9,Growth,Paid
751,49,2026-04-16,197.89,Growth,Paid
752,49,2026-05-16,198.74,Starter,Paid
753,49,2026-06-15,46.92,Starter,Paid
754,50,2025-01-29,200.99,Growth,Paid
755,50,2025-02-28,202.84,Growth,Paid
756,50,2025-03-30,208.11,Growth,Paid
757,50,2025-04-29,199.56,Growth,Paid
758,50,2025-05-29,201.48,Growth,Paid
759,50,2025-06-28,203.52,Growth,Paid
760,50,2025-07-28,207.7,Growth,Paid
761,50,2025-08-27,198.67,Growth,Paid
762,50,2025-09-26,206.49,Growth,Paid
763,50,2025-10-26,203.52,Growth,Paid
764,50,2025-11-25,-190.31,Growth,Refunded
765,50,2025-12-25,200.46,Growth,Paid
766,50,2026-01-24,202.95,Growth,Paid
767,50,2026-02-23,190.95,Growth,Paid
768,50,2026-03-25,200.43,Growth,Paid
769,50,2026-04-24,204.83,Growth,Paid
770,50,2026-05-24,191.86,Growth,Paid
771,50,2026-06-23,195.85,Growth,Paid
772,51,2024-07-13,47.75,Starter,Paid
773,51,2024-08-12,48.19,Starter,Paid
774,51,2024-09-11,50.88,Starter,Paid
775,51,2024-10-11,50.93,Starter,Paid
776,51,2024-11-10,47.29,Starter,Paid
777,52,2024-06-29,49.84,Starter,Paid
778,52,2024-07-29,50.33,Starter,Failed
779,52,2024-08-28,47.25,Starter,Paid
780,52,2024-09-27,49.35,Starter,Paid
781,52,2024-10-27,46.91,Starter,Paid
782,52,2024-11-26,49.42,Starter,Paid
783,52,2024-12-26,-48.84,Starter,Refunded
784,52,2025-01-25,50.08,Starter,Failed
785,52,2025-02-24,48.11,Starter,Paid
786,52,2025-03-26,49.23,Starter,Paid
787,52,2025-04-25,47.71,Starter,Paid
788,52,2025-05-25,48.74,Starter,Paid
789,52,2025-06-24,49.01,Starter,Paid
790,52,2025-07-24,46.83,Starter,Paid
791,52,2025-08-23,46.91,Starter,Paid
792,52,2025-09-22,50.07,Starter,Paid
793,52,2025-10-22,49.7,Starter,Paid
794,52,2025-11-21,46.69,Starter,Paid
795,52,2025-12-21,46.68,Starter,Paid
796,52,2026-01-20,50.47,Starter,Paid
797,52,2026-02-19,50.45,Starter,Paid
798,52,2026-03-21,-50.35,Starter,Refunded
799,52,2026-04-20,51.16,Scale,Paid
800,52,2026-05-20,-602.84,Scale,Refunded
801,52,2026-06-19,605.83,Scale,Paid
802,53,2026-03-12,47.01,Starter,Paid
803,53,2026-04-11,50.31,Starter,Paid
804,53,2026-05-11,48.62,Starter,Paid
805,53,2026-06-10,49.27,Starter,Paid
806,54,2025-08-05,588.87,Scale,Paid
807,54,2025-09-04,611.66,Scale,Paid
808,54,2025-10-04,587.57,Scale,Paid
809,54,2025-11-03,596.19,Scale,Paid
810,54,2025-12-03,625.41,Scale,Paid
811,54,2026-01-02,597.55,Scale,Paid
812,54,2026-02-01,-590.76,Scale,Refunded
813,54,2026-03-03,614.37,Scale,Paid
814,54,2026-04-02,577.09,Scale,Paid
815,54,2026-05-02,602.31,Scale,Paid
816,54,2026-06-01,590.95,Scale,Paid
817,54,2026-07-01,613.24,Scale,Failed
818,55,2025-02-25,46.69,Starter,Paid
819,55,2025-03-27,51.36,Starter,Paid
820,55,2025-04-26,48.24,Starter,Paid
821,55,2025-05-26,48.14,Starter,Paid
822,55,2025-06-25,50.14,Starter,Paid
823,55,2025-07-25,48.52,Starter,Paid
824,55,2025-08-24,49.31,Starter,Paid
825,55,2025-09-23,51.18,Starter,Paid
826,55,2025-10-23,47.78,Starter,Paid
827,55,2025-11-22,47.68,Starter,Paid
828,55,2025-12-22,49.7,Starter,Paid
829,55,2026-01-21,47.61,Starter,Paid
830,55,2026-02-20,50.78,Starter,Paid
831,55,2026-03-22,50.23,Starter,Paid
832,55,2026-04-21,48.17,Starter,Paid
833,55,2026-05-21,47.34,Starter,Paid
834,55,2026-06-20,48.77,Starter,Paid
835,56,2024-10-20,47.58,Starter,Paid
836,56,2024-11-19,50.37,Starter,Paid
837,56,2024-12-19,-50.78,Starter,Refunded
838,56,2025-01-18,46.67,Starter,Paid
839,56,2025-02-17,46.6,Starter,Paid
840,56,2025-03-19,50.16,Starter,Paid
841,57,2025-10-01,49.9,Starter,Paid
842,57,2025-10-31,51.05,Starter,Paid
843,57,2025-11-30,51.35,Starter,Paid
844,57,2025-12-30,50.43,Growth,Paid
845,57,2026-01-29,200.49,Growth,Paid
846,58,2024-05-13,46.79,Starter,Paid
847,58,2024-06-12,47.09,Starter,Failed
848,58,2024-07-12,49.12,Starter,Paid
849,58,2024-08-11,49.2,Starter,Paid
850,58,2024-09-10,51.42,Starter,Paid
851,58,2024-10-10,51.24,Starter,Paid
852,58,2024-11-09,-50.73,Starter,Refunded
853,58,2024-12-09,46.9,Scale,Paid
854,58,2025-01-08,573.18,Scale,Paid
855,58,2025-02-07,593.5,Scale,Paid
856,58,2025-03-09,569.68,Scale,Paid
857,58,2025-04-08,601.63,Scale,Paid
858,58,2025-05-08,627.89,Scale,Paid
859,58,2025-06-07,592.97,Scale,Paid
860,58,2025-07-07,627.33,Scale,Paid
861,58,2025-08-06,593.61,Scale,Paid
862,58,2025-09-05,569.36,Scale,Paid
863,58,2025-10-05,584.3,Scale,Paid
864,58,2025-11-04,583.47,Scale,Paid
865,58,2025-12-04,619.55,Scale,Paid
866,58,2026-01-03,572.02,Scale,Paid
867,58,2026-02-02,607.76,Scale,Paid
868,58,2026-03-04,627.25,Scale,Paid
869,58,2026-04-03,620.17,Scale,Paid
870,58,2026-05-03,628.64,Scale,Paid
871,58,2026-06-02,613.57,Scale,Paid
872,59,2025-12-29,48.48,Starter,Paid
873,59,2026-01-28,49.87,Starter,Paid
874,59,2026-02-27,49.21,Starter,Paid
875,59,2026-03-29,47.85,Starter,Paid
876,59,2026-04-28,50.09,Starter,Paid
877,59,2026-05-28,47.63,Starter,Paid
878,59,2026-06-27,49.14,Starter,Paid
879,60,2025-04-28,50.54,Starter,Paid
880,60,2025-05-28,50.58,Starter,Paid
881,60,2025-06-27,50.6,Starter,Paid
882,60,2025-07-27,46.76,Starter,Paid
883,60,2025-08-26,50.56,Starter,Paid
884,60,2025-09-25,47.78,Starter,Paid
885,60,2025-10-25,50.49,Starter,Paid
886,60,2025-11-24,46.98,Starter,Paid
887,60,2025-12-24,49.96,Starter,Paid
888,60,2026-01-23,50.46,Starter,Paid
889,60,2026-02-22,49.88,Starter,Paid
890,60,2026-03-24,47.71,Starter,Paid
891,60,2026-04-23,48.42,Starter,Paid
892,60,2026-05-23,49.35,Starter,Paid
893,60,2026-06-22,50.07,Starter,Paid
894,61,2025-07-27,193.86,Growth,Paid
895,61,2025-08-26,201.71,Growth,Paid
896,61,2025-09-25,197.47,Growth,Paid
897,61,2025-10-25,196.45,Growth,Paid
898,61,2025-11-24,196.36,Growth,Paid
899,61,2025-12-24,197.17,Growth,Paid
900,61,2026-01-23,196.06,Growth,Paid
901,61,2026-02-22,207.45,Growth,Paid
902,61,2026-03-24,203.22,Growth,Paid
903,61,2026-04-23,195.61,Growth,Paid
904,61,2026-05-23,196.6,Growth,Paid
905,61,2026-06-22,206.99,Scale,Paid
906,62,2024-06-20,51.13,Starter,Paid
907,62,2024-07-20,51.43,Starter,Paid
908,62,2024-08-19,48.5,Starter,Paid
909,62,2024-09-18,46.6,Starter,Paid
910,62,2024-10-18,49.2,Starter,Failed
911,62,2024-11-17,48.17,Starter,Paid
912,62,2024-12-17,46.99,Starter,Paid
913,62,2025-01-16,46.63,Starter,Paid
914,63,2024-09-15,47.61,Starter,Paid
915,63,2024-10-15,47.53,Starter,Paid
916,63,2024-11-14,49.25,Starter,Paid
917,63,2024-12-14,47.24,Starter,Paid
918,63,2025-01-13,49.62,Starter,Paid
919,63,2025-02-12,51.36,Starter,Paid
920,63,2025-03-14,49.1,Starter,Paid
921,63,2025-04-13,49.8,Starter,Paid
922,63,2025-05-13,50.89,Starter,Paid
923,63,2025-06-12,47.77,Starter,Paid
924,63,2025-07-12,49.19,Starter,Paid
925,63,2025-08-11,47.57,Starter,Paid
926,63,2025-09-10,49.77,Starter,Paid
927,63,2025-10-10,51.11,Starter,Paid
928,63,2025-11-09,50.01,Starter,Paid
929,63,2025-12-09,46.59,Starter,Paid
930,63,2026-01-08,50.58,Starter,Paid
931,63,2026-02-07,48.7,Starter,Paid
932,63,2026-03-09,51.32,Starter,Paid
933,63,2026-04-08,50.12,Starter,Paid
934,63,2026-05-08,47.43,Starter,Paid
935,63,2026-06-07,47.22,Starter,Paid
936,64,2024-08-16,48.99,Starter,Paid
937,64,2024-09-15,50.16,Starter,Paid
938,64,2024-10-15,50.08,Starter,Paid
939,64,2024-11-14,49.17,Starter,Paid
940,64,2024-12-14,50.06,Starter,Paid
941,64,2025-01-13,47.54,Starter,Paid
942,64,2025-02-12,47.65,Starter,Paid
943,64,2025-03-14,48.72,Starter,Paid
944,64,2025-04-13,51.08,Starter,Paid
945,64,2025-05-13,48.74,Starter,Paid
946,64,2025-06-12,50.46,Starter,Paid
947,64,2025-07-12,48.07,Starter,Paid
948,64,2025-08-11,47.6,Starter,Failed
949,64,2025-09-10,-47.68,Starter,Refunded
950,64,2025-10-10,47.31,Starter,Paid
951,64,2025-11-09,49.95,Starter,Paid
952,64,2025-12-09,47.45,Starter,Paid
953,64,2026-01-08,46.74,Starter,Paid
954,64,2026-02-07,47.58,Starter,Paid
955,64,2026-03-09,46.91,Scale,Paid
956,64,2026-04-08,622.32,Scale,Paid
957,64,2026-05-08,585.82,Scale,Paid
958,64,2026-06-07,614.35,Scale,Paid
959,65,2025-10-14,204.33,Growth,Paid
960,65,2025-11-13,200.57,Growth,Paid
961,65,2025-12-13,191.05,Growth,Paid
962,65,2026-01-12,192.08,Growth,Paid
963,65,2026-02-11,196.02,Growth,Paid
964,65,2026-03-13,196.29,Growth,Paid
965,65,2026-04-12,205.15,Growth,Paid
966,65,2026-05-12,203.91,Growth,Paid
967,65,2026-06-11,196.88,Starter,Paid
968,66,2025-03-31,593.79,Scale,Paid
969,66,2025-04-30,619.2,Scale,Paid
970,66,2025-05-30,613.03,Scale,Paid
971,66,2025-06-29,574.44,Scale,Paid
972,66,2025-07-29,619.17,Scale,Paid
973,66,2025-08-28,575.43,Scale,Paid
974,66,2025-09-27,585.25,Scale,Paid
975,66,2025-10-27,583.78,Scale,Paid
976,66,2025-11-26,584.4,Scale,Failed
977,66,2025-12-26,-602.31,Scale,Refunded
978,66,2026-01-25,612.57,Scale,Paid
979,66,2026-02-24,574.74,Scale,Paid
980,66,2026-03-26,616.47,Scale,Paid
981,66,2026-04-25,613.6,Scale,Paid
982,66,2026-05-25,-619.43,Scale,Refunded
983,66,2026-06-24,606.44,Scale,Paid
984,67,2026-02-08,191.45,Growth,Paid
985,67,2026-03-10,193.9,Growth,Paid
986,67,2026-04-09,205.35,Growth,Paid
987,67,2026-05-09,195.76,Growth,Paid
988,67,2026-06-08,204.43,Growth,Paid
989,68,2024-06-01,46.96,Starter,Paid
990,68,2024-07-01,47.45,Starter,Paid
991,68,2024-07-31,50.4,Starter,Paid
992,68,2024-08-30,47.28,Starter,Paid
993,68,2024-09-29,50.46,Starter,Paid
994,68,2024-10-29,51.08,Starter,Paid
995,68,2024-11-28,46.88,Starter,Paid
996,68,2024-12-28,46.73,Starter,Paid
997,68,2025-01-27,46.89,Starter,Paid
998,68,2025-02-26,50.8,Starter,Paid
999,68,2025-03-28,48.57,Starter,Paid
1000,68,2025-04-27,49.41,Starter,Paid
1001,69,2024-02-24,50.33,Starter,Paid
1002,69,2024-03-25,49.95,Starter,Paid
1003,69,2024-04-24,48.83,Starter,Paid
1004,69,2024-05-24,47.36,Starter,Paid
1005,69,2024-06-23,51.14,Starter,Paid
1006,69,2024-07-23,49.46,Starter,Paid
1007,69,2024-08-22,46.88,Starter,Paid
1008,69,2024-09-21,50.23,Starter,Paid
1009,69,2024-10-21,49.43,Starter,Paid
1010,69,2024-11-20,49.37,Starter,Failed
1011,69,2024-12-20,46.8,Starter,Paid
1012,69,2025-01-19,49.62,Starter,Paid
1013,69,2025-02-18,48.41,Starter,Failed
1014,69,2025-03-20,49.84,Starter,Paid
1015,69,2025-04-19,50.98,Starter,Paid
1016,69,2025-05-19,48.02,Starter,Paid
1017,69,2025-06-18,50.85,Starter,Paid
1018,69,2025-07-18,48.02,Starter,Paid
1019,69,2025-08-17,46.96,Starter,Paid
1020,69,2025-09-16,46.71,Starter,Paid
1021,69,2025-10-16,47.47,Starter,Paid
1022,69,2025-11-15,49.19,Starter,Paid
1023,69,2025-12-15,49.62,Starter,Paid
1024,69,2026-01-14,48.46,Starter,Paid
1025,69,2026-02-13,47.37,Starter,Paid
1026,69,2026-03-15,50.87,Starter,Failed
1027,69,2026-04-14,48.11,Starter,Paid
1028,69,2026-05-14,49.52,Starter,Paid
1029,69,2026-06-13,48.47,Starter,Paid
1030,70,2024-04-03,47.06,Starter,Paid
1031,70,2024-05-03,49.77,Starter,Paid
1032,70,2024-06-02,51.37,Starter,Paid
1033,70,2024-07-02,49.81,Starter,Paid
1034,70,2024-08-01,47.79,Starter,Paid
1035,70,2024-08-31,48.17,Starter,Paid
1036,70,2024-09-30,48.05,Starter,Paid
1037,70,2024-10-30,51.15,Starter,Paid
1038,70,2024-11-29,49.76,Starter,Paid
1039,70,2024-12-29,46.64,Starter,Paid
1040,70,2025-01-28,47.13,Starter,Paid
1041,70,2025-02-27,49.06,Starter,Paid
1042,70,2025-03-29,48.8,Starter,Failed
1043,70,2025-04-28,46.58,Starter,Failed
1044,70,2025-05-28,47.47,Starter,Paid
1045,70,2025-06-27,51.44,Starter,Paid
1046,70,2025-07-27,51.36,Starter,Paid
1047,70,2025-08-26,50.34,Starter,Paid
1048,70,2025-09-25,48.55,Starter,Paid
1049,70,2025-10-25,49.68,Starter,Paid
1050,70,2025-11-24,48.32,Starter,Paid
1051,70,2025-12-24,50.63,Starter,Paid
1052,70,2026-01-23,49.16,Starter,Paid
1053,70,2026-02-22,50.51,Starter,Paid
1054,70,2026-03-24,49.1,Starter,Paid
1055,70,2026-04-23,-49.43,Starter,Refunded
1056,70,2026-05-23,48.31,Starter,Paid
1057,70,2026-06-22,50.92,Starter,Paid
1058,72,2026-06-17,207.52,Growth,Paid
1059,73,2025-01-22,48.32,Starter,Paid
1060,73,2025-02-21,48.87,Starter,Paid
1061,73,2025-03-23,49.6,Starter,Paid
1062,73,2025-04-22,47.33,Starter,Paid
1063,73,2025-05-22,47.92,Starter,Paid
1064,73,2025-06-21,50.71,Starter,Paid
1065,73,2025-07-21,48.47,Starter,Paid
1066,73,2025-08-20,50.52,Starter,Paid
1067,73,2025-09-19,48.75,Starter,Paid
1068,73,2025-10-19,49.97,Starter,Paid
1069,73,2025-11-18,-48.31,Starter,Refunded
1070,73,2025-12-18,50.84,Starter,Paid
1071,73,2026-01-17,50.61,Starter,Paid
1072,73,2026-02-16,51.11,Starter,Paid
1073,73,2026-03-18,50.09,Starter,Paid
1074,73,2026-04-17,48.53,Starter,Paid
1075,73,2026-05-17,50.66,Starter,Paid
1076,73,2026-06-16,48.2,Starter,Paid
